item_id_A,item_id_B
2103198,100332
600404,949069
2196255,104065
2117398,105539
2194385,1084626
1949289,1084650
2124815,1084650
2194207,2012721
2113941,2137884
2270252,958311
2200031,100234
2258300,1163199
2381940,109281
2260730,89490
373453,951905
2203730,952959
1931997,100265
369048,97368
2131937,101306
371940,104285
2056192,105493
2077659,1084562
2079304,952140
2198054,97072
2069533,97243
2113910,105710
2230871,106990
2208018,112714
2380556,950253
2266657,960069
2257871,99124
2068759,105273
368813,948679
2119665,958371
600455,103159
2382576,104214
2121087,104787
2232043,109706
2085482,1170902
2102903,2030616
2124294,950688
2111786,100416
2051368,958201
363911,95869
584523,104109
2230895,108519
2127083,109098
2204735,111460
2053468,2014959
2272858,91107
600251,99419
2127737,2137866
2260699,90242
2068574,94189
2077731,2034265
2383310,1087270
2063318,115205
2083569,953484
2260557,103141
2207987,111330
2257751,95940
2218753,1085143
2116334,2038575
370708,951790
600046,113158
1949847,1865641
2195379,108328
2203276,114546
2054216,93065
2208981,109376
2195127,948271
284818,96965
2054974,2021658
2085896,115347
2387697,2028190
2119289,105763
2260590,955530
2068606,1090399
2056234,93502
1912782,1087079
1932604,98879
1914912,954595
369595,102808
2131041,114101
2220068,2136684
2258095,953376
2262924,105504
2052345,1084680
2204666,113577
1914951,1086712
2055077,103070
2260625,89649
363801,102064
362456,99656
2203791,1084545
2081421,1084637
363204,950531
2199750,952686
2196227,96161
2207985,111330
2107093,95719
2270158,97439
2123130,2137922
2382282,951038
2194014,957077
283316,96188
2269640,104188
584287,949166
2101718,106533
2270739,1083656
2230888,111330
2116360,102017
2221569,951781
2267057,100253
1941992,101857
2117210,102174
2122589,102527
372017,104027
2087118,104255
2087131,104264
2268473,104432
376084,104974
2078773,105090
2107276,105168
2110801,105195
2105403,105713
2198850,1084602
2111654,1086683
2272350,1091134
1942373,109564
2120390,111096
2121920,111113
365900,114993
2240193,2130735
2270262,90843
2258131,92836
600114,94849
2078391,948758
2115964,950198
2095852,950688
2077700,953586
2081712,953586
2200263,954912
2116466,98232
2274038,98793
2274040,98793
2127720,99494
2118964,98426
584299,2012692
2194437,1087266
365546,97631
2120220,951790
2203760,952175
2196819,104313
370039,114422
2196965,104571
2208595,108519
2386552,952451
2117235,100291
1949759,100178
584571,106371
2266627,89860
2132639,93902
1952150,95603
2260601,89205
2088337,90945
2272637,1883991
2260676,1090943
2203589,113711
2267589,97643
2196356,103724
2194384,1086904
2094067,953685
2269368,114959
2053533,2014971
1952156,102532
2055205,1089537
285069,100040
2093303,1086904
2272771,90738
2380727,94989
2260767,1091883
363008,98050
2268502,104106
2118618,113407
2085843,114792
2064232,950659
2266653,1083865
2272624,958263
2092763,1084279
2260702,89250
2089809,102860
1924181,1087549
2236975,111888
2092753,953009
2104523,111129
2270208,89331
2070759,952720
2268659,1083708
1949757,100170
2081221,89649
374345,105483
2259339,107837
2199395,952720
2113571,93653
1948944,97003
2127610,1091940
2203926,1895464
2260757,89649
372035,101207
2272848,1083838
1924155,1087549
2260850,1089857
2211557,107040
2215860,114970
2088334,1083735
370518,112888
2110348,112083
2270214,89944
1924558,101207
363963,1089629
2270741,1090962
2127781,958404
284882,100081
1914962,92850
600461,103175
2272999,1094760
2268612,90321
2077143,96955
2065545,954670
2227057,107953
2194421,2137887
376124,954021
2132748,952153
2260710,89295
2262748,108032
366013,96763
379418,99283
2258132,100378
2273895,100378
2218371,100378
2213648,114039
2198682,103587
2087178,1088355
373749,95838
2215857,951044
2124039,951685
2257743,102189
2119145,110733
2257744,102189
2060418,2157478
2122817,111436
284863,92835
2267277,948844
2266545,1083620
2270621,97072
366970,1087104
2051847,101227
2268519,1083756
2273822,1091796
2073295,104286
2121215,1895475
2380733,96740
2266713,1090145
372615,95908
2387599,106694
2258073,1091002
2273327,115528
2381951,113751
2202783,95697
2268557,95697
2260781,89267
1932108,95940
2260723,1089829
2093304,2014950
2051261,1090512
2260582,89479
2112199,101705
2124141,104971
356378,952165
2110810,99186
2259774,1091371
2115247,96869
2268882,97482
2123158,101905
2266570,1083730
2115264,101905
2195257,113916
2086993,89267
2220242,105530
2260769,89200
2260734,1089790
2116572,952598
2095908,948850
2266712,1083703
2251754,1726386
2116358,2024942
2260497,952548
1924175,1849174
2240196,2038578
2087939,952979
2268375,952786
2256813,107968
2107107,105413
284862,92837
2120794,952979
2260738,958401
2266533,958671
2266629,1091731
2260679,89483
2119217,105558
2208378,111796
2270148,102347
2049898,1891248
2267627,100674
2121409,102854
2266740,1089810
2114015,99583
1948128,113485
284860,92837
2201578,1088557
371161,950583
2387645,97879
2059250,110203
2380734,105242
2084031,107760
2270218,958686
2112656,115412
2260659,90676
600005,92835
2119014,954530
2266678,1089888
2124241,113643
367036,101194
2260688,955242
2126848,113290
2260690,90574
2064617,113096
2122451,1090059
2116563,108256
2268558,103428
2126876,112693
2215929,950828
2120792,952984
2111433,97629
2117339,1884006
2127699,90198
1910977,114079
2258444,96291
2120446,97313
2266658,956038
2209232,113368
2117961,101324
2262759,113410
600397,92837
1927129,100837
1947727,102085
2105784,103921
2260776,89237
2074969,99673
584469,1088550
2272662,1091868
2194428,98917
2087319,105611
365898,98803
2069990,100287
2272756,90584
2113974,104502
2127424,108695
2123754,104594
2122453,1089611
2120993,2028462
2196943,1094255
2218876,112350
2215968,115601
361803,98306
2207946,950942
600180,1088550
2111717,114406
2384144,96962
2070359,1849174
2196961,100332
2116001,2028462
2065774,98725
368349,100194
2272832,1083756
2260866,955528
379191,97096
2273849,100332
2077469,953039
2208280,112074
2112720,101934
2208570,115295
2195888,95971
2120822,103527
2113983,1084701
2272746,89475
2259403,106891
2124620,96122
2260790,89282
1938906,112231
2272528,99658
2112569,102965
2271166,950780
2260616,89223
2068232,958548
2230949,111826
2204688,111984
1948108,112832
284508,954475
2260754,89282
2252098,2028216
2204720,109677
378955,113555
2121457,99124
2273379,91026
2110797,1859861
2087066,958105
2053396,104280
2260746,91240
2260771,1083604
363132,98725
2132072,2130404
2078901,101669
2074943,101022
2198958,107029
2382265,111233
2260794,90042
2251806,111402
599636,100416
2260770,1090951
2121341,1849174
1948229,112832
2119368,98469
2082936,103653
1918514,1725337
2260662,90589
2260296,105993
1946290,92076
600369,949055
1917742,1884010
2086207,948600
2092153,950553
2266669,1089848
2196872,954268
2267219,102044
1924149,1866136
2271542,100416
600346,949069
2053344,1084455
364518,1333704
2252001,952389
2203712,951781
379339,1089509
600457,949069
2074813,105215
2115747,113018
284799,954718
2114641,105382
2383608,103856
1924785,101022
2194526,103222
2068197,93104
600276,101517
1938693,109996
2260634,90855
2076885,2014980
2253655,111796
1951557,1091934
2068327,93478
1926007,115643
2261397,101994
2094202,2014009
2119798,106587
2269791,100419
2084134,113504
1944154,99299
2220359,2038578
2203279,110627
2273825,1091806
2089115,104398
2267419,110627
2269647,100444
2133082,1084134
2230916,951519
1946294,1087552
2269224,114474
2260633,89309
2230943,115644
371449,952423
2117918,1726393
2194211,102418
368400,2012698
284571,954634
1949774,99586
2084129,1089700
2237364,112071
363798,104279
379431,102016
2260647,89703
2066193,87993
2119215,954290
375412,949336
2202624,103623
2056898,950752
2084128,113258
2114734,105011
2272503,1091808
2258340,95202
2124497,96655
2127181,102998
2272337,106357
2208338,111821
1946289,92750
2065455,92498
2208511,951523
2068581,954282
2106966,102108
2259440,951685
2114059,94750
2245901,952389
2062247,111402
1916609,108675
2111441,97870
2208672,115714
2274058,951042
363056,1088584
2057662,110802
2208469,111969
2114691,99588
2076890,1092034
2204896,107259
2078872,96196
1923456,104923
2065738,1084455
2269613,953661
2194553,953772
1945662,115140
2269606,953661
2119141,107628
2065822,1721662
2119282,112433
2121982,949227
2121455,102527
2380833,96325
302098,92837
2382561,104550
284290,92837
2209842,1087078
2260596,89440
2272592,955621
2260597,958717
2116497,103750
2114548,108534
2080280,113908
2121084,99141
367430,108304
2197875,101001
2196242,95581
1952105,95581
285181,94098
1921849,88852
2070247,94967
2196155,101701
2199436,101720
1952106,95495
2229670,112079
2252377,95455
367670,96919
370388,949106
2089945,100563
372018,100651
2260720,89500
1952095,105515
2215726,1084248
2233646,951013
2380717,94785
2121252,102215
600097,112662
2272214,950112
284269,1850107
600285,949072
2115063,2034550
1949642,103022
2220005,113553
367597,114568
369469,97108
2050837,1088543
2064960,109522
373176,97108
2070144,94028
2050873,111230
371621,105887
2091651,113553
2132107,1884101
2201489,111230
367441,106689
2196335,2159825
2224838,111062
2127626,103718
2205523,111062
2091695,950910
368352,110072
2052675,2020672
2121319,2024956
2204895,951200
2132307,1884103
584492,94743
1948722,1089551
600220,953202
2208932,106265
2222276,1091116
2204073,949243
2268576,94532
2132977,1884098
2218104,111633
2119497,99813
2274067,113437
2052473,2020674
2267152,948730
2230951,1091116
2203613,949110
2070322,92175
1910845,112689
364321,112728
2127784,111230
2127848,2034549
2208935,114132
2050769,111229
2267162,111232
2204780,109148
1911090,102056
2073992,107572
2196343,1089578
2131159,951291
285000,108365
584506,951013
284498,113322
2229774,113824
2083971,1094206
1924748,2144444
2196222,1726377
2215735,950820
599925,949072
2119258,91759
2055118,1892276
2200623,2021677
2198576,948837
2258955,111230
2209069,113051
283579,1850107
2194709,1088543
2132016,93918
2116284,949243
2274161,951013
373782,114970
2270758,112794
372710,107512
2196842,1089461
363700,111231
2131490,954831
368656,113301
2222334,111741
2121260,96291
2196774,101442
2119755,949243
2110115,950667
2274148,951013
2069757,100180
2245837,1088528
2123708,114292
366277,93920
372160,111228
372808,115101
2064975,109522
2220140,94525
584531,102741
2197803,101439
2074490,113824
2209043,114212
2074879,95560
2258506,954915
2084109,106205
2110045,113943
2383768,2144459
2196028,1866386
374854,953030
2201943,949635
379432,104478
2204760,113593
361836,112445
2216064,112777
2055648,1952570
372281,111232
2246474,950443
2237600,112535
2270779,113553
2258619,101356
2101835,110643
2087602,1722537
364140,106251
2094111,109676
2119756,949267
367494,105934
2217719,107518
361650,112445
2119754,949267
2194070,105371
2204986,108117
2082529,93592
371677,102729
1938065,107160
2116890,108225
2253163,115346
371537,102729
2226449,111062
2209003,115370
2070789,952411
363701,109138
1932457,951333
2103978,949267
375770,102344
2225357,109465
2112099,955104
2115311,95691
2242608,110059
2092099,949267
2133124,93919
363451,1091545
2226231,109465
2063716,113483
375316,102375
2208736,110938
2203710,950104
2078862,99345
2106518,950522
2116426,958194
2069561,2011434
2104760,1083220
2208937,114983
2270506,2012195
2111060,108631
2079780,107434
2078864,99345
364777,103085
599912,105150
1931782,1086562
2237297,110958
368348,106488
1911079,95907
2119501,102567
1932328,1088535
367169,950668
2118991,953005
2123153,98572
370632,96143
2221366,103814
2117004,948711
362299,950667
374641,103864
2273842,100316
371603,102729
2205043,111741
2380681,102632
2121665,110018
2090317,98788
584370,1088543
371197,108864
2119362,102809
2267475,105238
2120391,108631
2237135,111741
2208399,112749
2064663,948568
2120393,108631
2085675,112874
2120761,114361
2221845,111741
1911220,114252
2110709,114361
2119488,114361
2111304,1722530
2222024,111741
2121615,1088544
2124541,114026
2274166,1088544
2122667,112216
369207,95696
600441,99541
356387,102726
2094190,1090737
2106964,104113
2194948,948711
2117029,949187
2103382,113469
375717,111230
2252955,106700
1926441,948568
2114256,951136
365360,115760
356551,104168
366127,114680
2198949,949990
2258712,97729
1919190,1094206
2221849,111741
2094850,1872724
2070334,954771
363864,111230
373609,111230
2221861,111741
2216069,115503
369664,109986
2208296,114203
2215717,108864
2267935,112430
2056721,108360
371904,95587
2195419,111276
2087325,952199
2209072,107610
2203767,952322
363608,104709
2070508,2028446
367550,110662
2092141,113553
373568,115121
2131331,949810
2270104,958514
376200,102729
2111112,113824
2197837,2027762
1931831,953567
2070239,94497
371589,102729
2119701,104706
2204919,1091116
2130927,111633
2272380,112662
2242720,110059
2132429,949948
584596,112866
2253664,114333
1932294,1088611
2119446,1089595
367768,114917
2070974,95463
2119325,958508
2237133,111741
2116523,953310
2231073,949138
2110736,950822
2127611,1089978
2221359,109848
2119919,108631
2127395,111663
2110292,1089532
2064782,109522
2095896,107811
2204732,111078
2090502,106225
372177,115746
2203614,949785
2069210,98210
372527,104770
1938257,108781
1948723,1090078
2091662,113541
2126840,112874
2231019,1884149
2204964,948572
2092501,110892
2199154,953596
2084116,106225
2225934,107714
2195357,107073
2064088,113962
376310,104218
2259802,109032
368893,112602
2126843,112874
2119162,114071
2111111,113824
2222455,948572
2084103,106530
2382276,108631
1938241,108782
2221726,948572
2380527,949275
2259058,950510
2091684,112602
2124539,113457
2124540,113463
2270058,114358
2202226,94980
2225336,109465
2260072,112533
2127615,95758
2116490,105231
2226447,111062
375474,104851
2273273,1088471
2201490,109845
2205561,948572
2208699,108099
2270407,1085939
2094837,1094231
2077367,952441
368142,103864
2118852,1091761
2103205,95560
283398,102366
365919,109954
2268868,114033
2208701,114273
2222434,109465
2084799,110005
364608,103305
2113988,952261
2268961,113601
2120817,92561
2114462,951333
2194094,951780
2270111,958512
2204965,113281
2251831,951264
378953,105968
2271202,107630
2121516,1090886
2217023,113281
2221812,948572
2119167,958001
2122711,2137909
2272742,90679
2204920,113281
2106155,113491
2222074,948572
2272534,953033
1915576,1085940
2085667,113746
2205528,948572
2215844,950781
1910985,102879
2091576,1088546
2119161,958000
2131188,1884053
2221796,948572
1915575,1085940
1932509,113753
2216001,950828
2205533,107714
2268979,114071
2204963,948572
2258958,950822
2069934,103288
2113315,1085940
2226545,111741
2214409,112182
2132360,1870837
2252588,2017822
2205000,948572
2094010,1085051
2267194,1088543
2258328,93773
2200519,948488
2253688,109144
2100986,115155
2199816,948490
2225708,107714
2270780,113095
2076277,108631
2117794,108631
2258335,93774
2258818,94306
2221925,113281
2197012,93812
2221926,948572
2092054,951086
379367,953158
2236747,108099
2116107,112695
2195342,112958
2225128,948572
2113118,949275
2270554,108631
2063848,108631
2103272,1952590
1911073,100656
2205012,107714
2205581,107714
2208938,111872
2112718,105226
2120650,1888802
2226400,948572
2258566,1087203
376231,109093
2225948,113281
2104572,1888795
2252612,950835
2381939,109522
2271324,112803
2049444,948711
2271929,111191
2226455,948572
2112904,948988
2214555,950390
2203282,950899
2074550,96626
376073,1088667
2064962,109522
361922,950729
2225725,107714
1915580,1085940
2127817,109522
2201941,949635
2119168,957999
2074618,97493
2109936,114361
2196779,2144571
2119164,958000
365182,107160
2208067,1094236
2237065,113576
2110594,948988
2092059,951086
2102668,106921
2221783,107714
363902,108509
2105213,1091715
2198090,2159828
2383784,113667
371697,104245
2079995,106921
2269717,113601
374030,95907
2121583,1088543
2274145,113541
2106263,951798
2244395,107043
2271743,107266
2218140,112853
2062308,112874
2111926,114479
2121531,950969
2204804,108099
2122669,950971
379296,101292
369792,103119
2115995,106966
2209294,108099
2061423,1085940
2196428,2038580
2251832,2159274
1915578,1085940
2195117,114546
2196338,1884054
371935,97494
375545,115588
2089944,2024955
2087040,955493
2080849,105445
364642,1090899
584502,950667
368569,106251
2270770,113095
367996,114358
2115193,94554
2117763,111633
2119212,95392
375610,98494
2196053,100000
368052,102809
2243188,107542
2199199,1088471
2217022,113281
2252549,114108
2094500,97753
2117244,102224
2101809,112019
2091675,113095
2091867,950111
600186,106689
2108283,109713
2271654,112216
2271572,950821
2092388,951086
283038,96005
2221594,97753
370338,106288
2233647,950911
2120297,949189
2105740,113396
2205583,113576
364538,106530
2246544,950443
2268436,949552
2234581,106888
2205427,112145
2221722,113655
2258384,94798
2215955,950781
2055663,102632
2092134,106586
2258319,93772
2102732,950510
2208738,115715
2052504,2020675
584300,95276
2069782,96417
2084141,106507
2116616,1162383
2204486,2012910
2117046,949275
374371,106288
2117517,1091776
2221725,113655
2221183,114401
2105095,1085940
1913175,100141
1946561,100814
2091489,107177
2103902,108557
2271652,113649
2246481,950443
2233645,950631
362425,950822
2194535,953234
2252601,951452
2110862,114247
369301,1723403
2114492,1953535
2271429,107371
2208377,113679
2092296,951086
2271713,100460
1915563,1085940
2114996,1953535
2084113,106530
1915577,1085940
1915579,1085940
2082109,92627
370510,958084
2197950,107413
2078770,1083250
2117951,99313
2113499,115155
2204500,950273
369175,97608
2093720,97672
2273260,97672
374861,105335
1932455,112874
2218082,115581
2105429,95850
1915581,1085940
2091588,113771
2253162,949986
2195097,111295
2115562,111659
2204426,114184
362302,950667
2258118,101820
2120149,105100
2118322,108163
2055694,2025649
362303,950667
2380535,109522
2267022,112653
362567,950510
2236779,107247
2236989,112234
2103903,108653
1948274,112653
2243841,113083
2115749,950641
2271148,107672
1937667,113541
2118800,101994
375999,113313
371829,95677
2112222,1094231
1927475,2034550
2110707,111659
2114963,113554
2269365,113771
367186,97161
2252596,109190
1951851,112653
2117241,97672
2236762,107247
2221684,107714
2209504,112397
2065986,98122
2236789,107247
2062311,114393
2062306,114393
2110106,950510
2236781,107247
2107141,1086006
2110708,110204
2095864,113479
376317,949553
2116356,97672
2077711,1087093
2089626,948462
2237066,107714
2114960,113554
2102731,950510
362965,950822
2267218,950851
2209095,1091513
2218097,110204
1946992,114393
2074751,2011434
2117953,97672
2123212,108495
2218098,110204
364571,114917
2117790,1953535
2077684,1087102
2268439,111396
2118297,112264
2087568,956577
2121493,107511
2205557,111741
2119270,1866136
2091556,1888802
1932482,112874
2120289,1717965
2077862,93536
2119674,97672
2066687,1091946
2063843,110204
2068893,94805
356547,98474
2209517,108099
2206878,1091118
2105211,1091715
284478,950344
2203717,98199
364917,109151
2380533,112439
2220971,113083
2080851,95677
2267557,950510
371597,98172
362354,105922
2245056,110059
1924749,2144444
2119673,97672
2115312,103368
2671062,106116
2116377,97672
2220631,113771
2216033,113771
2098564,98638
2112449,949072
2270028,958084
2113590,97672
2078900,97927
2384124,104193
368515,104558
374974,109814
2200339,112794
2093906,97672
367266,104558
2222208,107714
2117516,108787
2127785,111232
2262913,1094789
2236947,111741
2110114,113771
2099961,115155
2083231,1884007
2092102,1888802
2105153,111659
2245888,950510
2078902,101654
2132672,111304
2133030,93917
2112447,949072
2198929,111659
2117456,1868772
584362,106062
2201878,949016
2094834,950758
364168,95877
2202904,97672
1916490,102009
362821,103283
2381916,108163
2092150,113771
364231,115486
2197718,953677
2235381,99254
2116562,113473
2050437,113771
379428,101446
2104033,106723
2215677,110301
1951559,95481
2104488,948838
2093721,97672
2245845,108163
2243424,112806
2110107,113771
2243539,950053
2209037,112627
2117075,109522
2222068,111741
2208355,113452
2064784,950510
2267186,950510
2049833,950958
2270136,958084
2119672,97672
2056773,106205
2208972,1090116
2131652,112815
2053587,92868
2199343,949072
2205572,113655
2208474,114233
370963,109963
379133,96243
2116380,97672
2194906,112216
2112791,112401
2119757,949267
2274417,958084
2270163,958084
2093908,97672
2115661,114499
376527,106205
2226405,109493
372212,106205
2223314,113010
2270030,958084
2093200,97335
2226318,111741
2267549,1884151
2089684,1092085
2072378,112662
2202909,952686
2235394,952704
1915244,95603
2270134,958084
2080394,1088543
2127749,2014964
2091641,948833
379252,102594
2242721,113195
370814,104619
2274381,958084
1916623,111390
2199443,112662
2110113,113771
2052365,2014983
2090232,99361
2105753,113479
2194376,1087017
2226716,111741
2222100,111741
2204772,950243
2199145,109036
2220987,951783
2226284,111741
2194775,112794
2078199,115042
1919355,952595
2383395,115499
365215,107223
2272676,1083681
2258379,95197
2119500,98210
2116280,109866
369339,115121
363702,93962
2209057,949489
2083058,97708
2268866,112794
2245841,1888802
2124172,103879
2052344,1087095
2104743,1089578
2222278,113655
2120589,949106
2117168,98776
2205527,111741
2195518,2048709
374076,109547
2053380,2014964
2221589,97753
373629,952502
2120284,114851
2080221,112686
2092103,1888802
2256810,107743
2217038,1089967
2049829,949814
2104351,1083284
2209066,114728
2130930,1875306
362505,1892291
957601,1090298
2253478,952704
2082126,92643
2209089,106294
2199215,92458
2221552,102094
2204800,107750
365977,112430
2194813,2685406
2218874,106313
367663,96395
2258293,1088965
363465,112862
2194811,2682354
2121266,100993
2115554,108854
2068746,92361
2246543,950443
2074974,105363
2111347,1084259
2094364,952519
2097663,951293
2094666,107410
2104144,108137
2066062,1086523
2205564,113806
367005,104174
2384036,114313
2055684,95444
2119434,95549
2220986,951787
2274363,102155
2126995,109096
365700,109151
2236161,951920
2259017,113771
2121619,115588
2215952,1162382
1919772,948985
2215949,949847
1942437,111715
285162,97681
2055013,1087347
1914913,1091097
1948143,114611
2114626,96417
2221686,106335
2270960,110244
2259057,115581
374739,102439
2114704,94819
2063405,107069
2392975,87613
2258267,95066
365783,104503
1932440,112145
367212,103067
370499,114177
2087164,951844
364315,99202
1946180,104716
2195415,107329
2272822,1083863
2194818,2682351
283246,91822
2200521,951264
2273266,93548
2194965,112794
2223779,114602
2272767,90738
2113500,115155
2268584,94534
2274178,948754
1951944,115499
2120463,94863
2195094,949813
2209569,110753
2194810,2682353
2116277,948842
2092398,951086
2242421,952856
2113956,99739
2195313,1884156
2205524,113806
2062331,107946
2113883,948711
2216986,109385
2259782,110004
1951379,115499
599715,106826
2093807,112118
1937887,112798
2095726,950750
2119036,114765
365372,99239
2235996,99254
368065,102155
371130,102517
2115966,107664
2215973,106464
2115903,107124
375154,1868783
2215708,948259
2380742,96674
2093800,112118
370728,114013
2251833,108218
2258363,93105
1914916,1086716
2052363,1087350
1937751,1090837
2195520,111526
2093767,112118
2383616,106315
2198612,951085
2194361,1084384
2086199,114546
2117317,97039
2090231,99360
2080755,1090515
2076276,949638
2196630,1087011
2268852,113237
367458,113307
2209572,114571
2070325,1884023
2272332,2015019
2117011,949259
2102338,949638
2115516,111005
2208084,115149
2198921,950654
2271474,950744
2259993,957988
372412,952994
2194455,1087011
2200120,106062
2199916,110242
361812,948960
373352,100421
2220994,101114
2259608,106648
2227528,114600
2215706,950744
2069400,104787
2102999,2008263
367874,96425
2083900,112580
2061737,1085939
2119160,114514
2114999,949638
2127510,1726457
2204845,951569
2074850,1086634
2090169,1091038
2116410,94541
365504,949049
2203275,949638
2272722,89205
1951383,111005
2115848,111288
2253678,113931
2272612,89765
2221687,109456
2076614,950505
2269379,111416
1927132,951293
2205556,2156698
2380597,948567
1950094,102009
2094226,107289
1914921,1086715
2094833,108780
2196863,93074
283240,102209
2126819,111390
2121256,952207
2067445,95400
2093465,105097
1916773,110664
1924184,1858707
2215875,1162384
284209,2031061
363540,101749
2271172,112069
2208513,949531
2056746,107946
2116552,108787
2259878,948388
2258411,94304
2380749,98182
285015,115155
2115349,115303
369417,111415
1932491,949101
2200522,951264
2116595,109027
2252656,112794
368156,1090031
1924204,1866136
2066172,104965
2243171,108504
2067628,101154
2194402,1087045
2123733,1146373
2273628,949812
2203630,948972
2246586,951085
2380581,107027
2387449,92553
2089721,953098
2200707,96179
2127625,96418
2270650,1090580
2127111,1091109
2243178,1094405
2067765,100363
378959,107529
2268476,97243
2069475,102654
284966,103539
2082399,89765
2065777,102375
1920379,114561
2221752,2156698
2094281,107289
2094224,107289
1944358,107426
2234410,106888
2200888,1089581
2112495,102962
2274365,104060
367348,112574
2083950,114882
600305,1090634
2204816,113993
1946994,115525
2078596,953400
2053406,2014990
2387722,2028188
2094241,107289
369278,1091104
285154,110241
2124035,100416
2094257,107289
2094265,107289
2222411,1088665
2271102,1884148
283080,96580
2237050,1090254
2243835,113083
2227527,113238
2119206,103562
2075149,106351
2107083,1723408
2207542,950123
2120316,951437
2383228,951748
373481,951928
2094240,107289
2094145,958587
2209507,2012893
2122583,96456
2094248,107289
362157,114998
1948369,1089180
2205530,115572
2093210,1726380
2221897,111741
2258405,94305
284823,102046
2094260,107289
2218046,1088544
2118430,113644
1942461,95697
2215845,1162381
2094245,107289
2112479,1855958
2209018,951386
2087714,951779
2094253,107289
2215926,109125
2215871,1162381
2215872,1162381
2078492,103879
2094271,107289
369098,112598
2118272,948171
2120290,1892990
2273759,96007
2094138,107289
2052616,952663
2221846,1088665
368951,98572
2197687,101937
1921057,102273
361434,953212
584488,106167
284865,1087550
2066132,952834
2079240,96048
2120561,115293
2119662,97932
2195505,2139112
284767,97237
2204435,2012912
2061637,115172
2101318,106369
1916615,111390
1915560,948972
2273268,93580
2199661,104647
2234038,113112
2204535,113938
2101133,1884139
2049894,950667
1916617,111390
2064867,1088673
2103378,110010
1916616,111390
1914930,1086727
374522,1703390
1914957,92850
2221789,106813
2243241,107564
283221,92825
2131802,949715
2227667,115431
2202910,952194
2270188,1089764
1924078,115038
2068894,93621
363525,104022
2240229,1085101
600195,114678
2216881,109385
2126832,114681
2080171,113237
2260819,955493
600229,112653
2240207,114949
2258982,112986
2116347,103560
365139,104381
2243226,109543
2052501,953918
370390,100140
2126835,113524
1937854,2125185
584416,106062
2113104,107112
2778623,2683642
2201800,108218
2208936,114525
1918929,104131
1937529,1091941
2062701,110548
2072079,114478
1942465,104800
2216012,1162321
1932402,949162
2384616,114458
371301,105392
2203295,108853
2243116,112634
2214951,114602
2131809,114762
374677,105392
285187,112006
2115955,113018
2052577,101412
2052691,952987
2199243,92568
2208599,950044
2218253,950435
2194816,2682352
2198119,948646
2194063,953919
2098121,1083345
2204445,112373
2243128,113055
2221727,107714
2077831,93722
368109,96288
1935398,1089018
2198995,113814
283037,96861
1918794,100301
599617,91831
2052582,97108
1915385,102727
2056490,1090631
1926533,109282
2108365,96048
283139,97009
2243122,1884142
2049838,949842
2118965,98803
2209295,106737
2119968,109029
2052597,97005
2107147,98096
2067749,99731
1938066,107641
2101420,1089655
2120996,950203
283141,98466
2104560,101545
2195421,106424
2245077,1085080
2053370,1084326
2107069,93201
2127481,104272
2104914,1083345
2271100,1884019
2103873,950697
2076249,950966
600254,952830
2113067,107129
2230894,107615
2111049,108854
1924761,2144444
2049436,951152
2065025,99292
1914933,92811
2063674,106475
361516,1086934
2385866,113842
2119035,951055
1946810,95142
2052507,100282
2052526,105630
283927,95933
2194749,2685670
2076573,109086
2071079,1703225
1914550,1884135
1914586,1089981
2076766,2044918
2052511,103922
2080038,114011
361443,102285
2274141,2685665
2068737,104957
2269369,106966
1931851,96575
2126902,113820
2052535,952666
363556,1089584
2236107,1091367
2111091,113842
1916365,951666
2052603,102228
284737,103145
2114978,108853
2384782,2128534
1939660,948818
2053164,953461
2252591,107666
2052375,1084680
2384627,2028222
2052622,103911
2194266,1087245
2227526,113122
2120489,948956
2194075,953849
1941229,106070
1944359,107426
2221808,108079
376068,108672
2216818,108940
1916030,92712
2112672,950395
2065802,103222
2197956,114503
1915435,95576
599632,96600
2387405,103786
2053532,1087103
2120560,115293
1926551,115293
2194804,2685546
2104688,951535
2068794,96479
2259631,106648
2120110,107129
1925949,92459
2117773,948386
2052513,97132
2114981,107129
2225361,1088665
2268846,112859
2120335,115293
1918660,2683942
2750580,2685502
2218262,950394
2221713,108078
1918701,2683946
1941228,106070
2274136,2685667
2220186,98776
1915024,100184
2260502,1087456
2050935,99322
599622,99457
2208236,950365
2673320,955079
2113915,97313
2255556,112996
599883,91876
2114990,108854
1933344,1145518
2267066,100388
1920340,104246
2219811,113112
2194748,2685668
2115129,98095
2222228,111741
2240197,114949
1913795,2684654
2204649,108939
2216013,1162384
2230918,950208
2114988,107069
2094244,113236
584545,115155
2230801,1162384
2052437,952364
2273902,98571
1914598,99312
2252943,112919
1933346,949184
2235395,951054
366791,92553
284403,104148
1944799,109399
365326,102258
1914585,1089981
2205529,109465
2221847,109465
2065788,102439
1911171,105366
2051136,1084675
2059274,1090072
599663,92664
2115907,948956
2243182,109415
2243234,113068
2202951,97100
284762,98468
2052590,102879
2258777,1089419
2208382,2144582
2194791,2685668
1915803,91405
2114693,101690
2245050,110059
283257,91299
2052542,952978
2209031,114565
2258479,951782
364871,115711
363893,1882672
2052635,101414
2110759,1088528
2218403,1088683
2242744,115604
2251835,958587
1948780,950449
1916436,953078
2057432,1090680
2071084,102836
2065712,1087378
2087529,87547
2052669,953003
2197804,2028448
363555,96961
1944363,106475
2384068,106865
2101720,107324
2076886,1087350
1941122,114508
2052947,95232
